Frase,Autor,Cat1,Cat2,Cat3,Cat4
El arte de torear consiste en convertir en veinte minutos a un bello animal en una albóndiga sangrante ante un público alborozado.,Manuel Vicent (1936-?) Escritor español.,CUALIDADES,AUTOSUFICIENCIA,,
"A mal tiempo, buena cara.",Refrán,MISCELÁNEA,SIN CLASIFICAR,,
"A palabras necias, oídos sordos.",Refrán,PENSAMIENTO Y RAZÓN,LOCURA,LOCO,
A perro flaco todo son pulgas.,Refrán,SENTIMIENTOS,AMISTAD,,
A perro viejo no hay tus tus.,Refrán,CUALIDADES,OPTIMISMO,,
"A quien madruga, Dios le ayuda.",Refrán,MISCELÁNEA,PRECIPITACIÓN,,
"A rey muerto, rey puesto.",Refrán,SOCIEDAD,DINERO,,
Al buen callar llaman Sancho.,Refrán,DEFECTOS,DEBILIDAD,,
Cada uno habla de la feria según como le va en ella.,Refrán,MISCELÁNEA,SIN CLASIFICAR,,
Cría cuervos y te sacarán los ojos.,Refrán,SOCIEDAD,RELIGIÓN,DIOS,
De desagradecidos está el infierno lleno.,Refrán,SENTIMIENTOS,AMOR,AMOR ETERNO,
Después de la tempestad viene la calma.,Refrán,SOCIEDAD,RELIGIÓN,REZAR,
"Dijo la sartén al cazo: quítate allá, que me tiznas.",Refrán,CUALIDADES,GENIO,,
"Donde menos se piensa, salta la liebre.",Refrán,CUALIDADES,CREDULIDAD,,
El muerto al hoyo y el vivo al bollo.,Refrán,SOCIEDAD,DINERO,,
Juan Palomo: yo me lo guiso y yo me lo como.,Refrán,MISCELÁNEA,PLACER,,
La cabra siempre tira al monte.,Refrán,CUALIDADES,SABIDURÍA,,
Más sabe el loco en su casa que el cuerdo en la ajena.,Refrán,MISCELÁNEA,CONTEMPLACIÓN,,
"No con quien naces, sino con quien paces.",Refrán,SOCIEDAD,MATRIMONIO,,
No hay mal que por bien no venga.,Refrán,CUALIDADES,PRUDENCIA,,
No hay que vender la piel del oso antes de haberlo matado.,Refrán,PENSAMIENTO Y RAZÓN,MEMORIA,,
"Por dinero baila el perro, y por pan, si se lo dan.",Refrán,SOCIEDAD,FAMILIA,PADRES,
"Si da el cántaro en la piedra, o la piedra en el cántaro, mal para el cántaro.",Refrán,MISCELÁNEA,MORIR,,
Una vez al año no hace daño.,Refrán,MISCELÁNEA,OPRESIÓN,,
"Si Dios tan sólo me hiciera una simple señal, como hacer un ingreso a mi nombre en un banco!","Woody Allen (1935-?) Actor, director y escritor estadounidense.",SOCIEDAD,MUJERES,,
El amor eterno dura 2 o 3 meses,Anónimo,MISCELÁNEA,HOGAR,,
Para aprender a rezar no hay como viajar por mar.,Proverbio inglés,SOCIEDAD,LIBERTAD,,
"Como no fue genial, no tuvo enemigos.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,MISCELÁNEA,ENCUBRIR,,
"El hombre puede creer en lo imposible, pero no creerá nunca en lo improbable.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,PENSAMIENTO Y RAZÓN,MENTIRAS,,
"En estos tiempos los jóvenes piensan que el dinero lo es todo, algo que comprueban cuando se hacen mayores.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,CUALIDADES,FIDELIDAD,,
Los placeres sencillos son el último refugio de los hombres complicados.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,CUALIDADES,HUMILDAD,,
Más veces descubrimos nuestra sabiduría con nuestros disparates que con nuestra ilustración.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,MISCELÁNEA,COMIENZOS,,
Me gusta contemplar a los hombres geniales y escuchar a las mujeres hermosas.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,TIEMPO,,,
Se llama matrimonio de conveniencia a un matrimonio de personas que no se convienen en absoluto.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,MISCELÁNEA,DISCUSIÓN,,
El hombre cauto jamás deplora el mal presente; emplea el presente en prevenir las aflicciones futuras.,William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS,CELOS,,
La memoria es el centinela del cerebro.,William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS,CELOS,,
Prudente padre es el que conoce a su hijo.,William Shakespeare (1564-1616) Escritor británico.,DEFECTOS,VANIDAD,,
Que un hombre muera por una causa no significa nada en cuanto al valor de la causa.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS,CELOS,,
A la mayor parte de los que no quieren ser oprimidos no les disgustaría ser opresores.,Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,SENTIMIENTOS,CELOS,,
"Aunque las mujeres no somos buenas para el consejo, algunas veces acertamos.",Santa Teresa de Jesús (1515-1582) Escritora mística española.,MISCELÁNEA,,,
"Al comprar una casa, piensa en el vecino que adquirirás con ella.",Proverbio,MISCELÁNEA,MORIR,,
"Bien analizada, la libertad política es una fábula imaginada por los Gobiernos para adormecer a sus gobernados.",Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,SOCIEDAD,DINERO,,
"Bueno es que haya ratones, para que no se sepa quien se come el queso.",Refrán,MISCELÁNEA,HUIR,,
Sin mentiras la humanidad moriría de desesperación y aburrimiento.,Anatole France (1844-1924) Escritor francés.,MISCELÁNEA,VICTORIA,,
Uno se es fiel a sí mismo y se basta.,Jean Anouilh (1910-1987) Escritor y dramaturgo francés.,MISCELÁNEA,SIN CLASIFICAR,,
"Cuando no hay humildad, las personas se degradan.",Agatha Christie (1891-1976) Novelista inglesa.,SOCIEDAD,IDEALES,,
"Un comienzo no desaparece nunca, ni siquiera con un final.",Harry Mulisch (1927-2010) Escritor holandés,CUALIDADES,INTELIGENCIA,,
"Si el tiempo es lo más caro, la pérdida de tiempo es el mayor de los derroches.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,ARTE,LITERATURA,,
Los hombres entienden las discusiones como el arte de hacer callar al adversario; las mujeres como el arte de no dejar la posibilidad de hablar.,Fritz Eckhardt (1907-1995) Actor y autor austriaco,ARTE,LITERATURA,,
Los celos son una falta de estima por la persona amada.,Yvon Bunin (1870-1953) Escritor ruso.,SOCIEDAD,MATRIMONIO,,
"Ligerezas como el aire son para el celoso fuertes confirmaciones, como un testimonio de las Sagradas Escrituras.",William Shakespeare (1564-1616) Escritor británico.,TIEMPO,FUTURO,,
Ningún vanidoso siente celos.,Jacinto Benavente (1866-1954) Dramaturgo español.,SOCIEDAD,FAMILIA,PADRES,
"Los celosos son los primeros que perdonan, todas las mujeres lo saben.",Fiodor Dostoievski (1821-1881) Novelista ruso.,SOCIEDAD,FAMILIA,PADRES,
La mujer celosa cree todo lo que la pasión le sugiere.,John Gay (1685-1732) Poeta y dramaturgo inglés.,SOCIEDAD,FAMILIA,MADRES,
"Contra más grande la cabeza, más grande la jaqueca.",Proverbio,SOCIEDAD,FAMILIA,MADRES,
"Cuando vienes al mundo, lloras. Cuando mueres, el mundo calla.",Cecilia (1948-1976) Evangelina Sobredo. Cantante y letrista española.,SENTIMIENTOS,AMOR,,
Cuando se trata de dinero todos somos de la misma religión.,Voltaire (1694-1778) Filósofo y escritor francés.,MISCELÁNEA,VICTORIA,VENCIDO,
"Cuando una batalla está perdida, sólo los que han huido pueden combatir en otra.",Demóstenes (384 AC-322 AC) Político ateniense.,CUALIDADES,BONDAD,,
"La victoria tiene un centenar de padres, pero la derrota es huérfana.",John Fitzgerald Kennedy (1917-1963) Político estadounidense.,MISCELÁNEA,ADULACIÓN,,
Los grandes incendios nacen de las chispas pequeñas.,Cardenal Richelieu (1585-1642) Noble y hombre de estado francés.,SOCIEDAD,EDUCACIÓN,,
Ningún ejército puede detener la fuerza de una idea cuando llega a tiempo.,Victor Hugo (1802-1885) Novelista francés.,SENTIMIENTOS,AMOR,,
La persona inteligente busca la experiencia que desea realizar.,"Aldous Huxley (1894-1963) Novelista, ensayista y poeta inglés.",TIEMPO,VEJEZ,,
"La pluma es lengua del alma; cuales fueren los conceptos que en ella se engendraron, tales serán sus escritos.",Miguel de Cervantes (1547-1616) Escritor español.,NATURALEZA,SER HUMANO,,
La literatura no es otra cosa que un sueño dirigido.,Jorge Luis Borges (1899-1986) Escritor argentino.,MISCELÁNEA,CAMBIO,,
Todavía no se ha descubierto la brújula para navegar en la alta mar del matrimonio.,Heinrich Heine (1797-1856) Poeta alemán.,TIEMPO,INFANCIA,,
El porvenir es un lugar cómodo para colocar los sueños.,Anatole France (1844-1924) Escritor francés.,NATURALEZA,ANIMALES,,
No hay palabra ni pincel que llegue a manifestar amor de padre.,Mateo Alemán (1547-1613) Novelista español.,SOCIEDAD,EDUCACIÓN,APRENDER,
El hacer el padre por su hijo es hacer por sí mismo.,Miguel de Cervantes (1547-1616) Escritor español.,SENTIMIENTOS,,,
Quien quiere a su madre no puede ser malo.,Alfred de Musset (1810-1857) Poeta francés.,SENTIMIENTOS,AMOR,CORAZÓN,
La mano que mece la cuna rige el mundo.,Peter de Vries (1910-1993) Editor y novelista estadounidense.,MISCELÁNEA,ÉXITO,,
"No ser nada y no amar nada, es lo mismo.",Ludwig Feuerbach (1804-1872) Teólogo y politico aleman.,DEFECTOS,VICIOS,,
No es vencido sino el que cree serlo.,Fernando de Rojas (1465-1541) Escritor español autor de La Celestina.,SOCIEDAD,,,
Debe uno ser pobre para conocer el lujo de dar.,George Eliot (1819-1880) Seudónimo de Mary Anne Evans. Novelista británica.,SENTIMIENTOS,ALEGRÍA,,
Hombre fácil a la adulación es hombre indefenso.,Arturo Graf (1848-1913) Escritor y poeta italiano.,SENTIMIENTOS,AMOR,CORAZÓN,
La educación ayuda a la persona a aprender a ser lo que es capaz de ser.,Hesíodo (Siglo VII AC-Siglo VI AC) Poeta griego.,NATURALEZA,SER HUMANO,PALABRAS,
"El amor físico es un instinto natural, como el hambre y la sed; pero la permanencia del amor no es un instinto.",André Maurois (1885-1967) Novelista y ensayista francés.,DEFECTOS,IGNORANCIA,,
"Si quieres ser viejo mucho tiempo, hazte viejo pronto.","Cicerón (106 AC-43 AC) Escritor, orador y político romano.",SOCIEDAD,IDEALES,,
"Cada cual es como Dios le ha hecho, pero llega a ser como él mismo se hace.",Miguel Servet (1511-1553) Médico y reformista español.,CUALIDADES,MODESTIA,,
Nadie se baña en el río dos veces porque todo cambia en el río y en el que se baña.,Heráclito de Efeso (540 AC-470 AC) Filósofo griego.,CUALIDADES,CORTESÍA,,
Lo que pongas en los primeros años de tu vida quedará en ella hasta más allá de la muerte.,Anónimo,TIEMPO,VEJEZ,,
"Todos los animales son iguales, pero algunos son más iguales que otros.",George Orwell (1903-1950) Escritor británico.,CUALIDADES,SENTIDO COMÚN,,
Hay ciertas cosas que para hacerlas bien no basta haberlas aprendido.,Séneca (2 AC-65) Filósofo latino.,SOCIEDAD,GOBIERNO,,
Faltan palabras a la lengua para los sentimientos del alma.,"Fray Luis de León (1527-1591) Poeta, humanista y traductor español.",MISCELÁNEA,,,
Nuestro corazón tiene la edad de aquello que ama.,Marcel Prévost (1862-1941) Escritor francés.,PENSAMIENTO Y RAZÓN,VERDAD,,
"El éxito tiene muchos padres, pero el fracaso es huérfano.",John Fitzgerald Kennedy (1917-1963) Político estadounidense.,NATURALEZA,VIDA,,
Los hombres que tienen los mismos vicios se sostienen mutuamente.,Juvenal (67-127) Poeta satírico romano.,MISCELÁNEA,DESCUBRIMIENTO,,
"El instinto social de los hombres no se basa en el amor a la sociedad, sino en el miedo a la soledad.",Arthur Schopenhauer (1788-1860) Filósofo alemán.,MISCELÁNEA,COMENZAR,,
La alegría es el ingrediente principal en el compuesto de la salud.,A. Murphy,MISCELÁNEA,IMPOSIBLES,,
"El hombre tiene corazón, aunque no siga sus dictados.",Ernest Hemingway (1899-1961) Escritor estadounidense.,MISCELÁNEA,ASUNTOS,,
La palabra es el arma de los humanos para aproximarse unos a otros.,Ana María Matute (1926-2014) Novelista española.,MISCELÁNEA,IDEALISMO,,
La ignorancia y el error son manantiales de mal humor.,Barón de Holbach (1723-1789) Filósofo francés.,MISCELÁNEA,AGRAVIO,,
Es más fácil luchar por unos principios que vivir de acuerdo con ellos.,Alfred Adler (1870-1937) Psicólogo y psiquiatra austriaco.,TIEMPO,,,
Nada sienta tan bien en la frente del vencedor como una corona de modestia.,Juan Donoso Cortés (1809-1853) Ensayista español.,TIEMPO,,,
La educación y la cortesía abren todas las puertas.,"Thomas Carlyle (1795-1881) Historiador, pensador y ensayista inglés.",MISCELÁNEA,ENGAÑO,,
"Cuando me dicen que soy demasiado viejo para hacer una cosa, procuro hacerla enseguida.",Pablo Picasso (1881-1973) Pintor español.,MISCELÁNEA,,,
Es más fácil ser genial que tener sentido común.,Jacinto Benavente (1866-1954) Dramaturgo español.,NATURALEZA,SER HUMANO,ESPERAR,
"Un buen gobierno es como una buena digestión; mientras funciona, casi no la percibimos.",Erskine Caldwell (1903-1987) Escritor estadounidense.,MISCELÁNEA,DESTINO,,
Sólo quien sabe cuidar lo ajeno puede poseer lo propio.,George Gurdjieff (1877-1949) Filósofo y escritor ruso.,PENSAMIENTO Y RAZÓN,VERDAD,,
"Cree a aquellos que buscan la verdad, duda de los que la han encontrado.",André Gide (1859-1951) Escritor francés,CUALIDADES,ECONOMÍA,,
Cada día es una pequeña vida.,Horacio (65 AC-8 AC) Poeta latino.,NATURALEZA,SER HUMANO,PREVENIR,
El que se pierde es el que encuentra las nuevas sendas.,Nils Kjaer (1870-1924) Escritor noruego.,SOCIEDAD,HISTORIA,,
Un camino de mil millas comienza con un paso.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SOCIEDAD,DIPLOMACIA,,
Es intentando lo imposible como se realiza lo posible.,Henri Barbusse (1873-1935) Novelista francés.,NATURALEZA,VIDA,,
"Todos los asuntos tienen dos asas: por una son manejables, por la otra no.",Epicteto de Frigia (55-135) Filósofo grecolatino.,TIEMPO,,,
El idealismo aumenta en proporción directa de la distancia que nos separa del problema.,John Galsworthy (1867-1933) Escritor inglés.,MISCELÁNEA,CONSENSO,,
La intención hace el agravio.,Pedro Calderón de la Barca (1600-1681) Dramaturgo y poeta español.,SOCIEDAD,DINERO,,
El tiempo no es sino el espacio entre nuestros recuerdos.,Henry F. Amiel (1821-1881) Escritor suizo.,SOCIEDAD,HISTORIA,,
El tiempo es un gran maestro que arregla muchas cosas.,Pierre Corneille (1606-1684) Poeta y dramaturgo francés.,TIEMPO,,,
"De todas las formas de engañar a los demás, la pose de seriedad es la que hace más estragos.",Santiago Rusiñol i Prats (1861-1931) Pintor y escritor español.,CUALIDADES,BREVEDAD,,
"Repara tu trineo en el verano, y tu carreta en el invierno.",Proverbio armenio,SOCIEDAD,RELIGIÓN,DIOS,
"Lo esperado no sucede, es lo inesperado lo que acontece.",Eurípides de Salamina (480 AC-406 AC) Poeta trágico griego,CUALIDADES,GENIO,,
Ni aún permaneciendo sentado junto al fuego de su hogar puede el hombre escapar a la sentencia de su destino.,Esquilo de Eleusis (525 AC-456 AC) Poeta trágico.,CUALIDADES,TOLERANCIA,,
"Una vez descartado lo imposible, lo que queda, por improbable que parezca, debe ser la verdad.",Sir Arthur Conan Doyle (1859-1930) Novelista escocés.,PENSAMIENTO Y RAZÓN,DESEO,,
¿No es extraño? Los mismos que se ríen de los adivinos se toman en serio a los economistas.,Anónimo,CUALIDADES,FORTALEZA,,
Para prevenidos no hay acasos.,Baltasar Gracián (1601-1658) Escritor español.,NATURALEZA,SER HUMANO,NACER,
El único deber que tenemos con la historia es rescribirla.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,NATURALEZA,,,
La diplomacia te saca de un problema en el que el tacto te hubiera evitado meterte.,Brian Bowling Humanista estadounidense.,MISCELÁNEA,MUNDO,,
La vida es como un arca inmensa llena de posibilidades.,"Amado Nervo (1870-1919) Poeta, novelista y ensayista mexicano.",MISCELÁNEA,CAMINAR,,
El tiempo es la materia de la que he sido creado.,Jorge Luis Borges (1899-1986) Escritor argentino.,ARTE,CRÍTICA,,
"No preguntemos si estamos plenamente de acuerdo, sino tan sólo si marchamos por el mismo camino.",Goethe (1749-1832) Poeta y dramaturgo alemán.,DEFECTOS,OCIOSIDAD,,
"No pongas tu interés en el dinero, pero pon tu dinero a interés.",Oliver Wendell Holmes (1809-1894) Poeta y médico estadounidense.,CUALIDADES,TOLERANCIA,,
"No podemos hacer la historia, sino sólo esperar a que se desarrolle.",Otto von Bismark (1815-1898) Político alemán.,SOCIEDAD,MUJERES,,
No hay tiempo que no se acabe ni tiento que no se corte.,José Hernández (1834-1886) Periodista y poeta argentino.,SOCIEDAD,POLÍTICA,DICTADURA,
No hay talento más valioso que el de no usar dos palabras cuando basta una.,Thomas Jefferson (1743-1826) Político Estadounidense.,SENTIMIENTOS,FELICIDAD,,
No hay poder que no venga de Dios.,San Pablo (10-62) Primer teólogo del cristianismo y el más important,SOCIEDAD,CONDUCTA,,
No existe ningún gran genio sin un toque de demencia.,Séneca (2 AC-65) Filósofo latino.,SOCIEDAD,FAMILIA,HIJOS,
No hay nada más raro en el mundo que una persona a la que siempre podamos tolerar.,Giacomo Leopardi (1798-1837) Poeta y erudito italiano.,MISCELÁNEA,TONTERÍA,,
No se desea lo que no se conoce.,Ovidio (43 AC-17) Poeta latino.,NATURALEZA,SER HUMANO,,
No hay árbol recio ni consistente sino aquel que el viento azota con frecuencia.,Séneca (2 AC-65) Filósofo latino.,DEFECTOS,PEREZA,,
Yo nací un día que Dios estuvo enfermo.,César Vallejo (1892-1938) Poeta peruano.,PENSAMIENTO Y RAZÓN,RAZÓN,,
"Y es que la naturaleza no hace nada en vano, y entre los animales, el hombre es el único que posee la palabra.",Aristóteles (384 AC-322 AC) Filósofo griego.,MISCELÁNEA,CONSEJO,,
