Frase,Autor,Cat1,Cat2,Cat3,Cat4,,,
La calidad nunca es un accidente; siempre es el resultado de un esfuerzo de la inteligencia.,John Ruskin (1819-1900) Crítico y escritor británico.,CUALIDADES,SABIDURÍA,NULL,NULL,,,
"Este es el primer precepto de la amistad: Pedir a los amigos sólo lo honesto, y sólo lo honesto hacer por ellos.","Cicerón (106 AC-43 AC) Escritor, orador y político romano.",NATURALEZA,ANIMALES,NULL,NULL,,,
La buena y verdadera amistad no debe ser sospechosa en nada.,Miguel de Cervantes (1547-1616) Escritor español.,SENTIMIENTOS,MIEDO,NULL,NULL,,,
Cuando un hombre pide justicia es que quiere que le den la razón.,Santiago Rusiñol i Prats (1861-1931) Pintor y escritor español.,SOCIEDAD,DINERO,NULL,NULL,,,
No existe nada bueno ni malo; es el pensamiento humano el que lo hace aparecer así.,William Shakespeare (1564-1616) Escritor británico.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
El hombre que ha cometido un error y no lo corrige comete otro error mayor.,Confucio (551 AC-478 AC) Filósofo chino.,CUALIDADES,GRANDEZA,NULL,NULL,,,
La ignorancia es la noche de la mente: pero una noche sin luna y sin estrellas.,Confucio (551 AC-478 AC) Filósofo chino.,SENTIMIENTOS,CONFIANZA,NULL,NULL,,,
"Seis honrados servidores me enseñaron cuanto sé; sus nombres son cómo, cuándo, dónde, qué, quién y por qué.",Rudyard Kipling (1865-1936) Novelista británico.,SENTIMIENTOS,DESCONFIANZA,NULL,NULL,,,
"No se debe usar el desprecio sino con gran economía, debido al gran número de necesitados.",René de Chateaubriand (1768-1848) Diplomático y escritor francés.,NATURALEZA,SER HUMANO,SEXO,NULL,,,
Yo sólo sé que no sé nada.,Sócrates (470 AC-399 AC) Filósofo griego.,TIEMPO,INFANCIA,NULL,NULL,,,
Una de las glorias de la civilización sería el haber mejorado la suerte de los animales.,"Théophile Gautier (1811-1872) Poeta, crítico y novelista francés.",SOCIEDAD,DINERO,RIQUEZA,NULL,,,
"No hace falta conocer el peligro para tener miedo; de hecho, los peligros desconocidos son los que inspiran más temor.",Alejandro Dumas (1802-1870) Escritor francés.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"Nadie recordaría al buen samaritano, si además de buenas intenciones no hubiera tenido dinero.",Margaret Thatcher (1925-2013) Ex-primer ministro de Inglaterra.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
"La libertad no consiste en hacer lo que se quiere, sino en hacer lo que se debe.",Ramón de Campoamor (1817-1901) Poeta español.,SOCIEDAD,NULL,NULL,NULL,,,
La grandeza no se enseña ni se adquiere: es la expresión del espíritu de un hombre hecho por Dios.,John Ruskin (1819-1900) Crítico y escritor británico.,NATURALEZA,SER HUMANO,HABLAR,NULL,,,
La fuerza es confiada por naturaleza. No existe un signo más patente de debilidad que desconfiar instintivamente de todo y de todos.,Arturo Graf (1848-1913) Escritor y poeta italiano.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
Es más vergonzoso desconfiar de los amigos que ser engañado por ellos.,François de La Rochefoucauld (1613-1680) Escritor francés.,SENTIMIENTOS,SUFRIMIENTO,NULL,NULL,,,
El sexo forma parte de la naturaleza. Y yo me llevo de maravilla con la naturaleza.,Marilyn Monroe (1926-1962) Actriz estadounidense.,PENSAMIENTO Y RAZÓN,FILOSOFÍA,NULL,NULL,,,
"El mejor olor, el del pan; el mejor sabor, el de la sal; el mejor amor, el de los niños.",Graham Greene (1904-1991) Novelista británico.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
El camino hacía la riqueza depende fundamentalmente de dos palabras: trabajo y ahorro.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,MISCELÁNEA,PROBLEMAS,NULL,NULL,,,
"Creedlo, para hacernos amar no debemos preguntar nunca a quien nos ama: ¿Eres feliz?, sino decirle siempre: ¡Qué feliz soy!",Jacinto Benavente (1866-1954) Dramaturgo español.,MISCELÁNEA,CONSEJO,NULL,NULL,,,
"Aquellos que cederían la libertad esencial para adquirir una pequeña seguridad temporal, no merecen ni libertad ni seguridad.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,MISCELÁNEA,PROBLEMAS,NULL,NULL,,,
"En la sociedad, el hombre sensato es el primero que cede siempre. Por eso, los más sabios son dirigidos por los más necios y extravagantes.",Jean de la Bruyere (1645-1696) Escritor francés.,PENSAMIENTO Y RAZÓN,MENTIRAS,NULL,NULL,,,
"Me he arrepentido de haber hablado, pero nunca de haber guardado silencio.",Publio Siro (Siglo I AC-?) Poeta dramático romano.,MISCELÁNEA,ACCIÓN,NULL,NULL,,,
Más fácil es encontrar un amor apasionado que una amistad perfecta.,Jean de la Bruyere (1645-1696) Escritor francés.,ARTE,LITERATURA,NULL,NULL,,,
"Cualquiera puede dominar un sufrimiento, excepto el que lo siente.",William Shakespeare (1564-1616) Escritor británico.,MISCELÁNEA,NULL,NULL,NULL,,,
Es más fácil escribir diez volúmenes de principios filosóficos que poner en práctica uno solo de sus principios.,Leon Tolstoi (1828-1910) Escritor ruso.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
"Cambia de placeres, pero no cambies de amigos.",Voltaire (1694-1778) Filósofo y escritor francés.,SOCIEDAD,MUJERES,NULL,NULL,,,
No podemos resolver problemas pensando de la misma manera que cuando los creamos.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,SOCIEDAD,FAMILIA,PADRES,NULL,,,
"Pídeles consejos a los viejos y a los jóvenes, pero sigue tu propio sentido común.",Proverbio árabe,SENTIMIENTOS,MIEDO,NULL,NULL,,,
"Yo sé que la muerte no resuelve nada, que todos los problemas hay que resolverlos de pie.",Alejandro Casona (1903-1965) Dramaturgo español.,NATURALEZA,VIDA,NULL,NULL,,,
"Un vaso medio vacío de vino es también uno medio lleno, pero una mentiras a medias, de ningún modo es una media verdad.","Jean Cocteau (1889-1963) Escritor, pintor, coreógrafo.",SENTIMIENTOS,PENA,NULL,NULL,,,
"Actuar es fácil, pensar es difícil; actuar según se piensa es aún más difícil.",Goethe (1749-1832) Poeta y dramaturgo alemán.,NATURALEZA,SER HUMANO,PALABRAS,NULL,,,
No existen más que dos reglas para escribir: tener algo que decir y decirlo.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SOCIEDAD,VIAJES,VIAJAR,NULL,,,
¿Qué sentido tiene correr cuando estamos en la carretera equivocada?,Proverbio alemán,DEFECTOS,IGNORANCIA,NULL,NULL,,,
Un amigo es una imagen que tienes de ti mismo.,Robert Louis Stevenson (1850-1894) Escritor británico.,NATURALEZA,SER HUMANO,DAR,NULL,,,
Cómo tener confianza de una mujer que le dice a uno su verdadera edad. Una mujer capaz de decir esto es capaz de decirlo todo.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,TIEMPO,PRESENTE,NULL,NULL,,,
Economizad las lágrimas de vuestros hijos a fin de que puedan regar con ellas vuestra tumba.,Pitágoras de Samos (582 AC-497 AC) Filósofo y matemático griego.,CUALIDADES,AMBICIÓN,NULL,NULL,,,
"El miedo es mi compañero más fiel, jamás me ha engañado para irse con otro.","Woody Allen (1935-?) Actor, director y escritor estadounidense.",SOCIEDAD,GOBIERNO,NULL,NULL,,,
"Hay una ley de vida, cruel y exacta, que afirma que uno debe crecer o, en caso contrario, pagar más por seguir siendo el mismo.",Norman Mailer (1923-2007) Escritor estadounidense.,SOCIEDAD,HISTORIA,NULL,NULL,,,
"Cuando nos invade la pena, un día dura tanto como tres otoños.",Le Thangh Tonh,CUALIDADES,SABIDURÍA,SABER,NULL,,,
No hay nada tan increíble que la oratoria no pueda volverlo aceptable.,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",SENTIMIENTOS,AMOR,NULL,NULL,,,
"Yo no viajo para ir a alguna parte, sino por ir. Por el hecho de viajar. La cuestión es moverse.",Robert Louis Stevenson (1850-1894) Escritor británico.,SENTIMIENTOS,AMOR,CORAZÓN,NULL,,,
"Todo lo que se ignora, se desprecia.",Antonio Machado (1875-1939) Poeta y prosista español.,MISCELÁNEA,RECONOCIMIENTO,NULL,NULL,,,
"Para los hombres, aceptar es dar; para las mujeres, dar es recibir.",Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,NATURALEZA,SER HUMANO,CALLAR,NULL,,,
"Los niños no tienen pasado ni futuro, por eso gozan del presente, cosa que rara vez nos ocurre a nosotros.",Jean de la Bruyere (1645-1696) Escritor francés.,SENTIMIENTOS,ENVIDIA,NULL,NULL,,,
La ambición es el último refugio del fracaso.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
Hay que vigilar a los ministros que no pueden hacer nada sin dinero y a aquellos que quieren hacerlo todo sólo con dinero.,Indira Gandhi (1917-1984) Estadista y política hindú.,SOCIEDAD,POLÍTICA,DEMOCRACIA,NULL,,,
Feliz el pueblo cuya historia se lee con aburrimiento.,Montesquieu (1689-1755) Escritor y político francés.,CUALIDADES,CORTESÍA,NULL,NULL,,,
El que no sabe es un imbécil. El que sabe y calla es un criminal.,Bertolt Brecht (1898-1956) Dramaturgo y poeta alemán.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
"El dolor es el alimento esencial del amor; cualquier amor que no se haya nutrido de un poco de dolor puro, muere.",Maurice Maeterlinck (1862-1949) Escritor belga.,PENSAMIENTO Y RAZÓN,FILOSOFÍA,FILÓSOFO,NULL,,,
"Dueño del Universo, yo regulo su fortuna. Puedo nombrar reyes, puedo deponerlos, pero de mi corazón yo no puedo responder.",Jean-Baptiste Racine (1639-1699) Poeta trágico francés.,PENSAMIENTO Y RAZÓN,DESEO,NULL,NULL,,,
"A veces sucede así en la vida: cuando son los caballos los que han trabajado, es el cochero el que recibe la propina.",Dame Daphne du Maurier (1907-1989) Novelista y dramaturga británica.,MISCELÁNEA,LÁGRIMAS,NULL,NULL,,,
Se necesitan dos años para aprender a hablar y sesenta para aprender a callar.,Ernest Hemingway (1899-1961) Escritor estadounidense.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
El silencio del envidioso está lleno de ruidos.,"Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",SOCIEDAD,TRABAJO,NULL,NULL,,,
"Estando siempre dispuestos a ser felices, es inevitable no serlo alguna vez.","Blaise Pascal (1623-1662) Científico, filósofo y escritor francés.",PENSAMIENTO Y RAZÓN,SUEÑOS,NULL,NULL,,,
Una gran democracia debe progresar o pronto dejará de ser o grande o democracia.,Theodore Roosevelt (1858-1919) Político estadounidense.,ARTE,LITERATURA,LIBROS,NULL,,,
"Disculpen si les llamo caballeros, pero es que no les conozco muy bien.",Groucho Marx (1890-1977) Actor estadounidense.,NATURALEZA,SER HUMANO,PERDONAR,NULL,,,
Cuanto más amamos a alguien menos conviene halagarle.,Molière (1622-1673) Comediografo francés.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
Los filósofos se han limitado a interpretar el mundo de distintos modos; de lo que se trata es de transformarlo.,Karl Marx (1818-1883) Filósofo y economista alemán.,CUALIDADES,DISCRECIÓN,NULL,NULL,,,
La vida no está hecha de deseos y sí de los actos de cada uno.,Paulo Coelho (1947-?) Escritor brasileño.,SENTIMIENTOS,AMOR,BESOS,NULL,,,
"A veces no nos dan a escoger entre las lágrimas y la risa, sino sólo entre las lágrimas, y entonces hay que saberse decidir por las más hermosas.",Maurice Maeterlinck (1862-1949) Escritor belga.,CUALIDADES,PACIENCIA,NULL,NULL,,,
"Esa necesidad de olvidar su yo en la carne extraña, es lo que el hombre llama noblemente necesidad de amar.","Charles Baudelaire (1821-1867) Escritor, poeta y crítico francés.",SENTIMIENTOS,AMOR,NULL,NULL,,,
Nadie puede llegar a la cima armado sólo de talento. Dios da el talento; el trabajo transforma el talento en genio.,Anna Pavlova (1881-1931) Bailarina rusa. La más célebre de su época.,CUALIDADES,BRUTALIDAD,NULL,NULL,,,
Siempre sueña y apunta más alto de lo que sabes que puedes lograr.,William Faulkner (1897-1962) Escritor estadounidense.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"Los libros no se han hecho para servir de adorno: sin embargo, nada hay que embellezca tanto como ellos en el interior del hogar.",Harriet Beecher Stowe (1811-1896) Filántropa y Escritora estadounidense.,NATURALEZA,SER HUMANO,SEXO,NULL,,,
Se perdona mientras se ama.,François de La Rochefoucauld (1613-1680) Escritor francés.,NATURALEZA,MUERTE,NULL,NULL,,,
El amigo de todo el mundo no es un amigo.,Aristóteles (384 AC-322 AC) Filósofo griego.,NATURALEZA,SER HUMANO,CALLAR,NULL,,,
"Tu amigo tiene un amigo, y el amigo de tu amigo tiene otro amigo; por consiguiente sé discreto.",El Talmud,SENTIMIENTOS,AMOR,NULL,NULL,,,
El beso es una forma de diálogo.,George Sand (1804-1876) Escritora francesa.,MISCELÁNEA,NULL,NULL,NULL,,,
El mejor fuego no es el que se enciende rápidamente.,George Eliot (1819-1880) Seudónimo de Mary Anne Evans. Novelista británica.,SOCIEDAD,TRABAJO,NULL,NULL,,,
"Pueden amar los pobres, los locos y hasta los falsos, pero no los hombres ocupados.","John Donne (1572-1631) Poeta, prosista y clérigo inglés.",SENTIMIENTOS,CELOS,NULL,NULL,,,
"Verdaderamente, el hombre es el rey de los animales, pues su brutalidad supera a la de éstos.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",SENTIMIENTOS,AMOR,DESENGAÑOS AMOROSOS,NULL,,,
"La amistad es animal de compañía, no de rebaño.",Plutarco (50-125) Escritor griego.,DEFECTOS,VIOLENCIA,NULL,NULL,,,
El sexo sólo es sucio si se hace bien.,"Woody Allen (1935-?) Actor, director y escritor estadounidense.",CUALIDADES,SINCERIDAD,NULL,NULL,,,
"Si no conoces todavía la vida, ¿cómo puede ser posible conocer la muerte?",Confucio (551 AC-478 AC) Filósofo chino.,SENTIMIENTOS,SOLEDAD,NULL,NULL,,,
Muchas veces lo que se calla hace más impresión que lo que se dice.,Píndaro (521 AC-441 AC) Poeta griego,CUALIDADES,SABIDURÍA,SABIO,NULL,,,
"El amor de los jóvenes no esta en el corazón, sino en los ojos.",William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS,SATISFACCIÓN,NULL,NULL,,,
"El más elevado tipo de hombre es el que obra antes de hablar, y practica lo que profesa.",Confucio (551 AC-478 AC) Filósofo chino.,TIEMPO,VEJEZ,NULL,NULL,,,
Trabaja en impedir delitos para no necesitar castigos.,Confucio (551 AC-478 AC) Filósofo chino.,MISCELÁNEA,LÁGRIMAS,NULL,NULL,,,
"Los celos son, de todas las enfermedades del espíritu, aquella a la cual más cosas sirven de alimento y ninguna de remedio.",Michel de Montaigne (1533-1592) Escritor y filósofo francés.,SENTIMIENTOS,AMOR,NULL,NULL,,,
En los principios amorosos los desengaños prestos suelen ser remedios calificados.,Miguel de Cervantes (1547-1616) Escritor español.,SOCIEDAD,MULTITUD,NULL,NULL,,,
La violencia crea más problemas sociales que los que resuelve.,Martin Luther King (1929-1968) Religioso estadounidense.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
Todo hombre es sincero a solas; en cuanto aparece una segunda persona empieza la hipocresía.,Emerson (1803-1882) Poeta y pensador estadounidense.,SENTIMIENTOS,AMOR,NULL,NULL,,,
Me encuentro solitario cuando busco una mano y sólo encuentro puños.,Ralph Bunche (1904-1971) Diplomático estadounidense.,NATURALEZA,SER HUMANO,DECIR,NULL,,,
"No es sabio el que sabe donde está el tesoro, sino el que trabaja y lo saca.",Francisco de Quevedo (1580-1645) Escritor español.,CUALIDADES,SABIDURÍA,NULL,NULL,,,
No se debe intentar contentar a los que no se van a contentar.,Julián Marías (1914-2005) Filósofo español.,CUALIDADES,SABIDURÍA,SABER,NULL,,,
"Una bella ancianidad es, ordinariamente, la recompensa de una bella vida.",Pitágoras de Samos (582 AC-497 AC) Filósofo y matemático griego.,PENSAMIENTO Y RAZÓN,RAZÓN,NULL,NULL,,,
Porque ninguna lágrima rescata nunca el mundo que se pierde ni el sueño que se desvanece.,Juana de Ibarbourou (1895-1979) Poetisa uruguaya.,NATURALEZA,SER HUMANO,SEXO,NULL,,,
"La verdad es que amamos la vida, no porque estemos acostumbrados a ella, sino porque estamos acostumbrados al amor.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,SENTIMIENTOS,TRISTEZA,NULL,NULL,,,
La multitud ha sido en todas las épocas de la historia arrastrada por gestos más que por ideas. La muchedumbre no razona jamás.,Gregorio Marañón (1887-1960) Médico y escritor español.,MISCELÁNEA,FALSEDAD,NULL,NULL,,,
"La libertad no es un fin, es un medio para desarrollar nuestras fuerzas.",Giuseppe Mazzini (1805-1872) Político italiano.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Ir sin amor por la vida es como ir al combate sin música, como emprender un viaje sin un libro, como ir por el mar sin estrella que nos oriente.",Stendhal (1783-1842) Escritor francés.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"Es mil veces más fácil no decir lo que pensamos en un momento de ira, que disculparnos después.",Anónimo,SENTIMIENTOS,AMOR,NULL,NULL,,,
El signo más cierto de la sabiduría es la serenidad constante.,Michel de Montaigne (1533-1592) Escritor y filósofo francés.,SENTIMIENTOS,SOLEDAD,NULL,NULL,,,
El saber y la razón hablan; la ignorancia y el error gritan.,Arturo Graf (1848-1913) Escritor y poeta italiano.,CUALIDADES,BONDAD,NULL,NULL,,,
El hombre que escucha la razón está perdido. La razón esclaviza a todos los que no son bastante fuertes para dominarla.,George Bernard Shaw (1856-1950) Escritor irlandés.,SENTIMIENTOS,AMOR,AMOR PROPIO,NULL,,,
"El amor es la respuesta, pero mientras usted la espera, el sexo le plantea unas cuantas preguntas.","Woody Allen (1935-?) Actor, director y escritor estadounidense.",CIENCIAS,CONOCIMIENTO,NULL,NULL,,,
Cuidado con la tristeza. Es un vicio.,Gustave Flaubert (1821-1880) Escritor francés.,MISCELÁNEA,VICTORIA,NULL,NULL,,,
Algunas personas son tan falsas que ya no son conscientes de que piensan justamente lo contrario de lo que dicen.,Marcel Aymé (1902-1967) Narrador y dramaturgo francés cuya obra combina lo,SENTIMIENTOS,AMOR,NULL,NULL,,,
"El amor por la fuerza nada vale, la fuerza sin amor es energía gastada en vano.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,CUALIDADES,DISCRECIÓN,NULL,NULL,,,
"He sospechado alguna vez que la única cosa sin misterio es la felicidad, porque se justifica por sí sola.",Jorge Luis Borges (1899-1986) Escritor argentino.,CUALIDADES,BREVEDAD,NULL,NULL,,,
Al amor lo pintan ciego y con alas. Ciego para no ver los obstáculos y con alas para salvarlos.,Jacinto Benavente (1866-1954) Dramaturgo español.,SOCIEDAD,DINERO,RIQUEZA,NULL,,,
